OrigName,FoundName,Selection,TAXA,TITLE
Purple finch,Haemorhous purpureus,1,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Red-tailed Hawk,Buteo jamaicensis,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Red-tailed Hawk,Buteo jamaicensis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Red-tailed Hawk,Buteo ventralis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Red-tailed Hawk,Buteo ventralis,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Red-winged Blackbird,Agelaius phoeniceus,1,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Red-winged Blackbird,Agelaius phoeniceus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Red-winged Blackbird,Botaurus lentiginosus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Red-winged Blackbird,Botaurus lentiginosus,0,Birds,Bird populations in east central Illinois. Fluctuations variations and development over a half-century
Redhead,Aythya americana,1,,ADDED
Redhead,Agama africana,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Anastrophella subpeltata,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Ara erythrocephala,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Bungarus flaviceps,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Calamaria schlegeli,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Callicebus regulus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Cheracebus regulus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Cirripectes vanderbilti,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Coprinopsis austrofriesii,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Coprinopsis maysoidispora,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Coprinopsis neotropica,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Coprinopsis psychromorbida,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Elacatinus puncticulatus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Erythrura cyaneovirens,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Eviota rubriceps,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Floccularia albolanaripes,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Halichoeres rubricephalus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Helotium cyphelloides,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Hemimycena nebulophila,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Malayotyphlops ruficaudus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Malimbus rubricollis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Marasmiellus paludosus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Marasmiellus pluvius,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Melanerpes erythrocephalus,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Mitrula lunulatospora,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Mycena cariciophila,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
Redhead,Mycetinis salalis,0,Birds,Transect bird survey with data synthesis from multiple transects in the central Arizona-Phoenix area period 1998 to 2000
