usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,class,submittedname,matchcategory,note,acceptedUsageKey
7804446,"Haemorhous purpureus (J.F.Gmelin, 1789)",Haemorhous purpureus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Fringillidae,Haemorhous,Haemorhous purpureus,1,44,212,729,5242,4844128,7804446,FALSE,Aves,Haemorhous purpureus,Top,NA,NA
2480542,"Buteo jamaicensis (Gmelin, 1788)",Buteo jamaicensis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,1,44,212,7191147,2877,2480517,2480542,FALSE,Aves,Buteo jamaicensis,Top,NA,NA
9409198,"Agelaius phoeniceus (Linnaeus, 1766)",Agelaius phoeniceus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Icteridae,Agelaius,Agelaius phoeniceus,1,44,212,729,6176,2484444,9409198,FALSE,Aves,Agelaius phoeniceus,Top,NA,NA
2498263,"Aythya americana (Eyton, 1838)",Aythya americana,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Aythya,Aythya americana,1,44,212,1108,2986,2498254,2498263,FALSE,Aves,Aythya americana,Top,NA,NA
9752149,"Phasianus colchicus Linnaeus, 1758",Phasianus colchicus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Galliformes,Phasianidae,Phasianus,Phasianus colchicus,1,44,212,723,9331,2473738,9752149,FALSE,Aves,Phasianus colchicus,Top,NA,NA
5231483,"Salpinctes obsoletus (Say, 1822)",Salpinctes obsoletus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Salpinctes,Salpinctes obsoletus,1,44,212,729,9355,2493947,5231483,FALSE,Aves,Salpinctes obsoletus,Top,NA,NA
5231142,"Passerculus sandwichensis (J.F.Gmelin, 1789)",Passerculus sandwichensis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Emberizidae,Passerculus,Passerculus sandwichensis,1,44,212,729,9608,5231141,5231142,FALSE,Aves,Passerculus sandwichensis,Top,NA,NA
5232207,"Aegolius acadicus (J.F.Gmelin, 1788)",Aegolius acadicus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Strigiformes,Strigidae,Aegolius,Aegolius acadicus,1,44,212,1450,9348,8095667,5232207,FALSE,Aves,Aegolius acadicus,Top,NA,NA
2488517,"Piranga olivacea (J.F.Gmelin, 1789)",Piranga olivacea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Cardinalidae,Piranga,Piranga olivacea,1,44,212,729,9285,2488483,2488517,FALSE,Aves,Piranga olivacea,Top,NA,NA
2497415,"Megascops asio (Linnaeus, 1758)",Megascops asio,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Strigiformes,Strigidae,Megascops,Megascops asio,1,44,212,1450,9348,2497318,2497415,FALSE,Aves,Megascops asio,Top,NA,NA
2481376,"Phoebetria fusca (Hilsenberg, 1822)",Phoebetria fusca,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Procellariiformes,Diomedeidae,Phoebetria,Phoebetria fusca,1,44,212,7192755,5238,2481373,2481376,FALSE,Aves,Phoebetria fusca,Top,NA,NA
9809229,"Sturnus vulgaris Linnaeus, 1758",Sturnus vulgaris,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,1,44,212,729,9350,2489099,9809229,FALSE,Aves,Sturnus vulgaris,Top,NA,NA
5212658,"Saurus vulgaris Cloquet, 1827",Saurus vulgaris,SPECIES,SYNONYM,68,FUZZY,Animalia,Chordata,Aulopiformes,Synodontidae,Synodus,Synodus saurus,1,44,204,497,2967,2352256,5212655,TRUE,Actinopterygii,Sturnus vulgaris,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=0,5212655
10199205,"Stenus vulgaris Puthz, 1984",Stenus vulgaris,SPECIES,ACCEPTED,0,FUZZY,Animalia,Arthropoda,Coleoptera,Staphylinidae,Stenus,Stenus vulgaris,1,54,216,1470,7854,9025291,10199205,FALSE,Insecta,Sturnus vulgaris,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=1,NA
7415507,"Leiothlypis peregrina (A.Wilson, 1811)",Leiothlypis peregrina,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Leiothlypis,Leiothlypis peregrina,1,44,212,729,5263,7467942,7415507,FALSE,Aves,Leiothlypis peregrina,Top,NA,NA
7357320,"Spizelloides arborea (A.Wilson, 1810)",Spizelloides arborea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Emberizidae,Spizelloides,Spizelloides arborea,1,44,212,729,9608,8175054,7357320,FALSE,Aves,Spizelloides arborea,Top,NA,NA
2487888,"Parus bicolor Linnaeus, 1766",Parus bicolor,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Passeriformes,Paridae,Baeolophus,Baeolophus bicolor,1,44,212,729,9327,2487886,2487887,TRUE,Aves,Parus bicolor,Top,NA,2487887
5242025,Panus bicolor Mont.,Panus bicolor,SPECIES,SYNONYM,78,FUZZY,Fungi,Basidiomycota,Agaricales,Tricholomataceae,Resupinatus,Resupinatus dealbatus,5,34,186,1499,8787,2526696,2532260,TRUE,Agaricomycetes,Parus bicolor,Alternative,Similarity: name=75; authorship=0; classification=-2; rank=5; status=0,2532260
9596230,"Parnus bicolor Curtis, 1825",Parnus bicolor,SPECIES,SYNONYM,78,FUZZY,Animalia,Arthropoda,Coleoptera,Dryopidae,Dryops,Dryops auriculatus,1,54,216,1470,4732,1033449,6097323,TRUE,Insecta,Parus bicolor,Alternative,Similarity: name=75; authorship=0; classification=-2; rank=5; status=0,6097323
1535710,"Paragus bicolor (Fabricius, 1794)",Paragus bicolor,SPECIES,ACCEPTED,69,FUZZY,Animalia,Arthropoda,Diptera,Syrphidae,Paragus,Paragus bicolor,1,54,216,811,6920,1535699,1535710,FALSE,Insecta,Parus bicolor,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=1,NA
5105578,"Parasa bicolor Walker, 1855",Parasa bicolor,SPECIES,ACCEPTED,69,FUZZY,Animalia,Arthropoda,Lepidoptera,Limacodidae,Parasa,Parasa bicolor,1,54,216,797,5474,1753224,5105578,FALSE,Insecta,Parus bicolor,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=1,NA
2399351,"Parma bicolor Allen & Larson, 1979",Parma bicolor,SPECIES,ACCEPTED,69,FUZZY,Animalia,Chordata,Perciformes,Pomacentridae,Parma,Parma bicolor,1,44,204,587,4499,2399341,2399351,FALSE,Actinopterygii,Parus bicolor,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=1,NA
2836459,Phaius bicolor Lindl.,Phaius bicolor,SPECIES,SYNONYM,0,FUZZY,Plantae,Tracheophyta,Asparagales,Orchidaceae,Phaius,Phaius wallichii,6,7707728,196,1169,7689,2836449,2836456,TRUE,Liliopsida,Parus bicolor,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,2836456
5284934,Pinus bicolor (Maxim.) Parl.,Pinus bicolor,SPECIES,SYNONYM,0,FUZZY,Plantae,Tracheophyta,Pinales,Pinaceae,Picea,Picea alcoquiana,6,7707728,194,640,3925,7606064,5284853,TRUE,Pinopsida,Parus bicolor,Alternative,Similarity: name=-10; authorship=0; classification=-2; rank=5; status=0,7230718
2487397,"Auriparus flaviceps (Sundevall, 1850)",Auriparus flaviceps,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Remizidae,Auriparus,Auriparus flaviceps,1,44,212,729,9344,2487396,2487397,FALSE,Aves,Auriparus flaviceps,Top,NA,NA
8959307,"Pyrocephalus obscurus Gould, 1839",Pyrocephalus obscurus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Pyrocephalus,Pyrocephalus obscurus,1,44,212,729,5291,2483646,8959307,FALSE,Aves,Pyrocephalus obscurus,Top,NA,NA
6101178,"Antrostomus vociferus (A.Wilson, 1812)",Antrostomus vociferus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Caprimulgiformes,Caprimulgidae,Antrostomus,Antrostomus vociferus,1,44,212,8510645,5225,4843144,6101178,FALSE,Aves,Antrostomus vociferus,Top,NA,NA
7341606,"Cardellina pusilla (A.Wilson, 1811)",Cardellina pusilla,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Cardellina,Cardellina pusilla,1,44,212,729,5263,2489633,7341606,FALSE,Aves,Cardellina pusilla,Top,NA,NA
7340825,"Troglodytes hiemalis Vieillot, 1819",Troglodytes hiemalis,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Troglodytidae,Troglodytes,Troglodytes hiemalis,1,44,212,729,9355,2493899,7340825,FALSE,Aves,Troglodytes hiemalis,Top,NA,NA
2498387,"Aix sponsa (Linnaeus, 1758)",Aix sponsa,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Anseriformes,Anatidae,Aix,Aix sponsa,1,44,212,1108,2986,2498386,2498387,FALSE,Aves,Aix sponsa,Top,NA,NA
7341834,"Setophaga petechia (Linnaeus, 1766)",Setophaga petechia,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Setophaga,Setophaga petechia,1,44,212,729,5263,2489984,7341834,FALSE,Aves,Setophaga petechia,Top,NA,NA
7341800,"Setophaga dominica (Linnaeus, 1766)",Setophaga dominica,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Setophaga,Setophaga dominica,1,44,212,729,5263,2489984,7341800,FALSE,Aves,Setophaga dominica,Top,NA,NA
2482802,"Empidonax virescens (Vieillot, 1818)",Empidonax virescens,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Tyrannidae,Empidonax,Empidonax virescens,1,44,212,729,5291,2482766,2482802,FALSE,Aves,Empidonax virescens,Top,NA,NA
2481663,"Pygoscelis adeliae (Hombron & Jacquinot, 1841)",Pygoscelis adeliae,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis adeliae,1,44,212,7190978,5284,2481662,2481663,FALSE,Aves,Pygoscelis adeliae,Top,NA,NA
9685907,"Falco sparverius Linnaeus, 1758",Falco sparverius,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Falconiformes,Falconidae,Falco,Falco sparverius,1,44,212,7191407,5240,2480996,9685907,FALSE,Aves,Falco sparverius,Top,NA,NA
2489985,"Setophaga ruticilla (Linnaeus, 1758)",Setophaga ruticilla,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,1,44,212,729,5263,2489984,2489985,FALSE,Aves,Setophaga ruticilla,Top,NA,NA
9510564,"Turdus migratorius Linnaeus, 1766",Turdus migratorius,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Turdidae,Turdus,Turdus migratorius,1,44,212,729,5290,2490714,9510564,FALSE,Aves,Turdus migratorius,Top,NA,NA
2481695,"Scolopax minor Gmelin, 1789",Scolopax minor,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Scolopacidae,Scolopax,Scolopax minor,1,44,212,7192402,5282,2481693,2481695,FALSE,Aves,Scolopax minor,Top,NA,NA
2481513,"Thalassoica antarctica (Gmelin, 1789)",Thalassoica antarctica,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Procellariiformes,Procellariidae,Thalassoica,Thalassoica antarctica,1,44,212,7192755,9339,2481512,2481513,FALSE,Aves,Thalassoica antarctica,Top,NA,NA
8297222,Thalassia antarctica (Labill.) F.Muell.,Thalassia antarctica,SPECIES,SYNONYM,68,FUZZY,Plantae,Tracheophyta,Alismatales,Cymodoceaceae,Amphibolis,Amphibolis antarctica,6,7707728,196,551,9640,2768016,2864119,TRUE,Liliopsida,Thalassoica antarctica,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=0,2864119
5328527,Thalassia antarctica (Labill.) F.Muell. ex Asch.,Thalassia antarctica,SPECIES,SYNONYM,68,FUZZY,Plantae,Tracheophyta,Alismatales,Cymodoceaceae,Amphibolis,Amphibolis antarctica,6,7707728,196,551,9640,2768016,2864119,TRUE,Liliopsida,Thalassoica antarctica,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=0,2864119
5229327,"Pachyptila desolata (Gmelin, 1789)",Pachyptila desolata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Procellariiformes,Procellariidae,Pachyptila,Pachyptila desolata,1,44,212,7192755,9339,2481527,5229327,FALSE,Aves,Pachyptila desolata,Top,NA,NA
9606968,"Sterna vittata Gmelin, 1789",Sterna vittata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Laridae,Sterna,Sterna vittata,1,44,212,7192402,9316,2481227,9606968,FALSE,Aves,Sterna vittata,Top,NA,NA
1560440,"Stegana vittata (Coquillett, 1901)",Stegana vittata,SPECIES,ACCEPTED,69,FUZZY,Animalia,Arthropoda,Diptera,Drosophilidae,Stegana,Stegana vittata,1,54,216,811,5547,1560383,1560440,FALSE,Insecta,Sterna vittata,Alternative,Similarity: name=65; authorship=0; classification=-2; rank=5; status=1,NA
5229219,"Sterna virgata Cabanis, 1875",Sterna virgata,SPECIES,ACCEPTED,9,FUZZY,Animalia,Chordata,Charadriiformes,Laridae,Sterna,Sterna virgata,1,44,212,7192402,9316,2481227,5229219,FALSE,Aves,Sterna vittata,Alternative,Similarity: name=5; authorship=0; classification=-2; rank=5; status=1,NA
5229230,"Sterna paradisaea Pontoppidan, 1763",Sterna paradisaea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Laridae,Sterna,Sterna paradisaea,1,44,212,7192402,9316,2481227,5229230,FALSE,Aves,Sterna paradisaea,Top,NA,NA
2487441,"Vireo bellii Audubon, 1844",Vireo bellii,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Vireonidae,Vireo,Vireo bellii,1,44,212,729,9358,2487406,2487441,FALSE,Aves,Vireo bellii,Top,NA,NA
2496286,"Coccyzus erythropthalmus (A.Wilson, 1811)",Coccyzus erythropthalmus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Cuculiformes,Cuculidae,Coccyzus,Coccyzus erythropthalmus,1,44,212,1492,9309,2496285,2496286,FALSE,Aves,Coccyzus erythropthalmus,Top,NA,NA
8203850,"Coccyzus erythopthalmus (Wilson, 1811)",Coccyzus erythopthalmus,SPECIES,ACCEPTED,92,FUZZY,Animalia,Chordata,Cuculiformes,Cuculidae,Coccyzus,Coccyzus erythopthalmus,1,44,212,1492,9309,2496285,8203850,FALSE,Aves,Coccyzus erythropthalmus,Alternative,Similarity: name=95; authorship=0; classification=-2; rank=5; status=1,NA
7548024,"Coccyzus erythrophtalmus (Wilson, 1811)",Coccyzus erythrophtalmus,SPECIES,SYNONYM,92,FUZZY,Animalia,Chordata,Cuculiformes,Cuculidae,Coccyzus,Coccyzus erythropthalmus,1,44,212,1492,9309,2496285,2496286,TRUE,Aves,Coccyzus erythropthalmus,Alternative,Similarity: name=95; authorship=0; classification=-2; rank=5; status=0,2496286
2482593,"Cyanocitta cristata (Linnaeus, 1758)",Cyanocitta cristata,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Corvidae,Cyanocitta,Cyanocitta cristata,1,44,212,729,5235,2482592,2482593,FALSE,Aves,Cyanocitta cristata,Top,NA,NA
2481597,"Halobaena caerulea (Gmelin, 1789)",Halobaena caerulea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Procellariiformes,Procellariidae,Halobaena,Halobaena caerulea,1,44,212,7192755,9339,2481596,2481597,FALSE,Aves,Halobaena caerulea,Top,NA,NA
2487596,"Polioptila caerulea (Linnaeus, 1766)",Polioptila caerulea,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Polioptilidae,Polioptila,Polioptila caerulea,1,44,212,729,5789066,2487581,2487596,FALSE,Aves,Polioptila caerulea,Top,NA,NA
6093846,"Vermivora cyanoptera Olson & Reveal, 2009",Vermivora cyanoptera,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Parulidae,Vermivora,Vermivora cyanoptera,1,44,212,729,5263,5230809,6093846,FALSE,Aves,Vermivora cyanoptera,Top,NA,NA
2481622,"Stercorarius antarcticus (Lesson, 1831)",Stercorarius antarcticus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Charadriiformes,Stercorariidae,Stercorarius,Stercorarius antarcticus,1,44,212,7192402,9347,2481608,2481622,FALSE,Aves,Stercorarius antarcticus,Top,NA,NA
9479809,"Toxostoma rufum (Linnaeus, 1758)",Toxostoma rufum,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Passeriformes,Mimidae,Toxostoma,Toxostoma rufum,1,44,212,729,9321,2494943,9479809,FALSE,Aves,Toxostoma rufum,Top,NA,NA
